name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,spotify:track:4356Typ82hUiFAynbLYbPn,0.0338,0.663,0.861,0.0,0.082,-3.398,0.109,119.963,0.654,The Longest Playlist on Spotify® (Official)
Girl on Fire,Alicia Keys,spotify:track:4esOae7i4rqTbAu9o5Pxco,0.135,0.482,0.706,0.00106,0.105,-5.762,0.0607,92.513,0.144,The Longest Playlist on Spotify® (Official)
Count on Me,Bruno Mars,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,0.501,The Longest Playlist on Spotify® (Official)
Marry You,Bruno Mars,spotify:track:22PMfvdz35fFKYnJyMn077,0.332,0.621,0.82,0.0,0.104,-4.865,0.0367,144.905,0.452,The Longest Playlist on Spotify® (Official)
Locked out of Heaven,Bruno Mars,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,The Longest Playlist on Spotify® (Official)
Versace on the Floor,Bruno Mars,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.196,0.578,0.574,0.0,0.083,-6.209,0.0454,174.152,0.301,The Longest Playlist on Spotify® (Official)
Grenade,Bruno Mars,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.148,0.704,0.558,0.0,0.107,-7.273,0.0542,110.444,0.245,The Longest Playlist on Spotify® (Official)
The Lazy Song,Bruno Mars,spotify:track:1ExfPZEiahqhLyajhybFeS,0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,0.955,The Longest Playlist on Spotify® (Official)
Riptide,Vance Joy,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,The Longest Playlist on Spotify® (Official)
Say You Won't Let Go,James Arthur,spotify:track:5uCax9HTNlzGybIStD3vDh,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,0.494,The Longest Playlist on Spotify® (Official)
I'm Yours,Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,0.712,The Longest Playlist on Spotify® (Official)
Let Me Take You Out,Bryan J,spotify:track:4tM7IvirymOPAk74Us27kD,0.157,0.705,0.63,0.0,0.108,-5.842,0.056,139.957,0.641,The Longest Playlist on Spotify® (Official)
Replay,Iyaz,spotify:track:4E5P1XyAFtrjpiIxkydly4,0.173,0.706,0.751,0.0,0.168,-6.323,0.0708,91.031,0.195,The Longest Playlist on Spotify® (Official)
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,spotify:track:1Q1jlFs004vwB0DOznii3K,0.0112,0.691,0.543,0.0,0.098,-8.161,0.143,80.047,0.587,The Longest Playlist on Spotify® (Official)
Yeah! (feat. Lil Jon & Ludacris),Usher,spotify:track:5rb9QrpfcKFHM1EUbSIurX,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,105.018,0.583,The Longest Playlist on Spotify® (Official)
Down,Jay Sean,spotify:track:6ND2f7SUjYNpLqL0WPcNT1,0.0108,0.654,0.684,0.0,0.0768,-4.509,0.032,66.001,0.7,The Longest Playlist on Spotify® (Official)
Party In The U.S.A.,Miley Cyrus,spotify:track:3E7dfMvvCLUddWissuqMwr,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,0.47,The Longest Playlist on Spotify® (Official)
Ridin' Solo,Jason Derulo,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,0.128,0.442,0.83,0.0,0.129,-4.02,0.146,89.338,0.578,The Longest Playlist on Spotify® (Official)
Forever,Chris Brown,spotify:track:4X3FiBn7cd88I3MVtph9By,0.0339,0.669,0.822,0.000142,0.231,-4.288,0.043,120.011,0.43,The Longest Playlist on Spotify® (Official)
Just Dance,Lady Gaga,spotify:track:6HkjpGIOHv4y0IBAxUbE5z,0.0261,0.822,0.737,4.19e-05,0.18,-4.542,0.0314,118.994,0.753,The Longest Playlist on Spotify® (Official)
TiK ToK,Kesha,spotify:track:5OMwQFBcte0aWFJFqrr5oj,0.0746,0.755,0.832,1.27e-06,0.291,-2.741,0.116,120.032,0.735,The Longest Playlist on Spotify® (Official)
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,spotify:track:6JV2JOEocMgcZxYSZelKcc,0.0123,0.666,0.83,0.0,0.191,-5.715,0.0751,113.03,0.702,The Longest Playlist on Spotify® (Official)
My House,Flo Rida,spotify:track:6Knv6wdA0luoMUuuoYi2i1,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,0.74,The Longest Playlist on Spotify® (Official)
"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / Radio Station Version",The Soggy Bottom Boys,spotify:track:5AhDb4oM6f4YmHPXW123Fg,0.69,0.568,0.308,0.0,0.104,-13.063,0.0274,85.917,0.721,The Longest Playlist on Spotify® (Official)
"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",Gillian Welch,spotify:track:0x5EMnC2M9pDTAAStksrDt,0.985,0.684,0.253,0.0317,0.118,-13.561,0.0341,102.94,0.521,The Longest Playlist on Spotify® (Official)
Shut Up and Dance,WALK THE MOON,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,0.619,The Longest Playlist on Spotify® (Official)
It's A Great Day To Be Alive,Travis Tritt,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,0.246,0.595,0.653,0.0,0.264,-4.935,0.0265,128.93,0.542,The Longest Playlist on Spotify® (Official)
Don't Stop Believin',Journey,spotify:track:77NNZQSqzLNqh2A9JhLRkg,0.25,0.491,0.802,0.0,0.387,-7.106,0.0392,119.25,0.472,The Longest Playlist on Spotify® (Official)
I Want You Back,The Jackson 5,spotify:track:0PGwM5vdr5fMejx0IIAYXj,0.466,0.674,0.584,0.00195,0.187,-8.204,0.0318,98.293,0.96,The Longest Playlist on Spotify® (Official)
Piano Man,Billy Joel,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,0.605,0.331,0.55,3.96e-06,0.192,-6.483,0.0272,177.734,0.429,The Longest Playlist on Spotify® (Official)
Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg,0.181,0.596,0.605,0.000331,0.0863,-12.145,0.0255,97.798,0.886,The Longest Playlist on Spotify® (Official)
Sunday Candy,Donnie Trumpet & The Social Experiment,spotify:track:6fTdcGsjxlAD9PSkoPaLMX,0.53,0.511,0.596,0.0,0.0798,-6.56,0.224,158.063,0.554,The Longest Playlist on Spotify® (Official)
I Need A Dollar,Aloe Blacc,spotify:track:5OA2EQqiP7r7Zcl6nw8ICW,0.199,0.84,0.481,0.0,0.0857,-7.152,0.033,95.513,0.96,The Longest Playlist on Spotify® (Official)
This Is What You Came For,Calvin Harris,spotify:track:0azC730Exh71aQlOt9Zj3y,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,0.465,The Longest Playlist on Spotify® (Official)
California Girls - Remix/Remastered 2001,The Beach Boys,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,0.471,0.503,0.62,0.0,0.159,-6.069,0.0296,116.599,0.713,The Longest Playlist on Spotify® (Official)
Elvira,The Oak Ridge Boys,spotify:track:0mG66FLhO0iZ6XCAGdjpax,0.188,0.825,0.285,0.00131,0.0539,-17.491,0.0326,126.946,0.86,The Longest Playlist on Spotify® (Official)
Jai Ho,A.R. Rahman,spotify:track:4i3MgUew8ynhf49Qwr4IP4,0.213,0.733,0.795,0.0001,0.0989,-6.748,0.0609,136.977,0.299,The Longest Playlist on Spotify® (Official)
Wagon Wheel,Old Crow Medicine Show,spotify:track:359krpyCKcFF8SFvqWES9L,0.581,0.621,0.403,0.0,0.114,-8.211,0.0359,145.523,0.634,The Longest Playlist on Spotify® (Official)
My Love (feat. T.I.),Justin Timberlake,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.277,0.771,0.68,1.18e-05,0.682,-5.881,0.224,119.952,0.808,The Longest Playlist on Spotify® (Official)
Love So Soft,Kelly Clarkson,spotify:track:16QN8cBubEq706vNtPpOME,0.0053,0.808,0.581,1.19e-05,0.0828,-5.43,0.07,130.012,0.758,The Longest Playlist on Spotify® (Official)
Just To See You Smile,Tim McGraw,spotify:track:28efjJXBm1CuCmqle5HK2w,0.127,0.492,0.823,0.0,0.0523,-8.526,0.0297,94.342,0.702,The Longest Playlist on Spotify® (Official)
Fire Burning,Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4,0.0192,0.839,0.804,0.0,0.331,-2.513,0.0329,122.973,0.888,The Longest Playlist on Spotify® (Official)
Every Breath You Take,The Police,spotify:track:16fzReMJmcLlBccnZCTZNS,0.574,0.825,0.449,0.0034,0.0726,-9.859,0.0348,117.399,0.738,The Longest Playlist on Spotify® (Official)
Shout,The Isley Brothers,spotify:track:7lX0IsKQ5ubVvowy0sGLBP,0.55,0.448,0.825,0.0,0.933,-6.881,0.068,137.297,0.612,The Longest Playlist on Spotify® (Official)
If I Die Young,The Band Perry,spotify:track:4u26EevCNXMhlvE1xFBJwX,0.348,0.606,0.497,0.0,0.275,-6.611,0.0277,130.739,0.362,The Longest Playlist on Spotify® (Official)
Eenie Meenie,Sean Kingston,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,0.0543,0.72,0.607,0.0,0.113,-4.168,0.0322,121.223,0.828,The Longest Playlist on Spotify® (Official)
Boom Boom Pow,Black Eyed Peas,spotify:track:3oDFtOhcN08qeDPAK6MEQG,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048,0.402,The Longest Playlist on Spotify® (Official)
Waiting On the World to Change,John Mayer,spotify:track:5xP3GDhXolpbFplyOOmgQI,0.159,0.577,0.756,0.000232,0.249,-5.82,0.115,176.75,0.663,The Longest Playlist on Spotify® (Official)
Send Me on My Way,Rusted Root,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,0.114,0.5,0.681,4.01e-05,0.139,-9.556,0.0672,119.46,0.745,The Longest Playlist on Spotify® (Official)
Halo,Beyoncé,spotify:track:4JehYebiI9JE8sR8MisGVb,0.272,0.508,0.72,0.0,0.0563,-5.908,0.0628,79.983,0.472,The Longest Playlist on Spotify® (Official)
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,spotify:track:2y5aJvzXhHPA94U5GFAcXe,0.0594,0.734,0.442,1.63e-05,0.213,-8.432,0.0557,117.967,0.0973,The Longest Playlist on Spotify® (Official)
The A Team,Ed Sheeran,spotify:track:1XpYodsD36XN7ygcdF7mJJ,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,The Longest Playlist on Spotify® (Official)
Classic,MKTO,spotify:track:6FE2iI43OZnszFLuLtvvmg,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,0.756,The Longest Playlist on Spotify® (Official)
We Are Young (feat. Janelle Monáe),fun.,spotify:track:7a86XRg84qjasly9f6bPSD,0.02,0.378,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,0.735,The Longest Playlist on Spotify® (Official)
Glad You Came,The Wanted,spotify:track:3AGOgQzp0YcPH41u9p7dOp,0.056,0.61,0.841,9.85e-06,0.118,-4.579,0.0692,126.889,0.431,The Longest Playlist on Spotify® (Official)
Titanium (feat. Sia),David Guetta,spotify:track:77TT8Xvx637TpzV8kKGkUw,0.0678,0.604,0.788,0.153,0.127,-3.673,0.103,126.06,0.301,The Longest Playlist on Spotify® (Official)
Live Your Life - Radio Edit,Headhunterz,spotify:track:1Pofof4ZYVI6GDM0IFGvBk,0.0057,0.485,0.853,0.00155,0.0842,-3.192,0.0423,130.054,0.304,The Longest Playlist on Spotify® (Official)
rockstar,Post Malone,spotify:track:29VZKgZvAjFRxxBnctjqOn,0.138,0.552,0.503,0.000555,0.143,-6.759,0.145,159.706,0.141,The Longest Playlist on Spotify® (Official)
Nothin' on You (feat. Bruno Mars),B.o.B,spotify:track:59dLtGBS26x7kc0rHbaPrq,0.386,0.688,0.853,0.0,0.0862,-5.814,0.0493,103.993,0.743,The Longest Playlist on Spotify® (Official)
Stay With Me,Sam Smith,spotify:track:7IHOIqZUUInxjVkko181PB,0.566,0.5,0.418,0.000193,0.11,-6.535,0.0377,84.899,0.176,The Longest Playlist on Spotify® (Official)
Beauty And A Beat,Justin Bieber,spotify:track:190jyVPHYjAqEaOGmMzdyk,0.000688,0.602,0.843,5.27e-05,0.0682,-4.831,0.0593,128.003,0.526,The Longest Playlist on Spotify® (Official)
Feel This Moment (feat. Christina Aguilera),Pitbull,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.039,0.673,0.758,0.0,0.341,-3.632,0.158,135.956,0.542,The Longest Playlist on Spotify® (Official)
Just Give Me a Reason (feat. Nate Ruess),P!nk,spotify:track:4VC5nFbYO4avKksJ9jN4pY,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,0.441,The Longest Playlist on Spotify® (Official)
Empire State of Mind (Part II) Broken Down,Alicia Keys,spotify:track:5sra5UY6sD658OabHL3QtI,0.74,0.484,0.368,3.82e-05,0.118,-7.784,0.0341,92.923,0.142,The Longest Playlist on Spotify® (Official)
A Thousand Miles,Vanessa Carlton,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,0.268,The Longest Playlist on Spotify® (Official)
Drift Away,Dobie Gray,spotify:track:3DEUviTtgRz6r3MdrUx0OL,0.51,0.516,0.318,0.0,0.125,-14.061,0.0514,76.199,0.525,The Longest Playlist on Spotify® (Official)
Summer Of '69,Bryan Adams,spotify:track:0GONea6G2XdnHWjNZd6zt3,0.0183,0.508,0.834,0.0,0.0732,-6.205,0.0386,139.131,0.774,The Longest Playlist on Spotify® (Official)
Jessie's Girl,Rick Springfield,spotify:track:0TF3F5Lw5apoD1zvR8LikO,0.0745,0.687,0.704,0.0,0.0924,-7.923,0.0423,131.704,0.843,The Longest Playlist on Spotify® (Official)
Take It All Back 2.0,Judah & the Lion,spotify:track:2w7O4XCRoIJrwF1NqKL9TM,0.0104,0.441,0.802,6.25e-05,0.123,-6.411,0.0305,148.023,0.783,The Longest Playlist on Spotify® (Official)
Chasing Cars,Snow Patrol,spotify:track:11bD1JtSjlIgKgZG2134DZ,0.209,0.563,0.592,5.08e-05,0.132,-4.571,0.0276,104.016,0.136,The Longest Playlist on Spotify® (Official)
Not Over You,Gavin DeGraw,spotify:track:6j7hih15xG2cdYwIJnQXsq,0.255,0.63,0.894,0.0,0.181,-4.592,0.0544,142.051,0.364,The Longest Playlist on Spotify® (Official)
How to Save a Life,The Fray,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,122.035,0.361,The Longest Playlist on Spotify® (Official)
Hey There Delilah,Plain White T's,spotify:track:4RCWB3V8V0dignt99LZ8vH,0.872,0.656,0.291,0.0,0.114,-10.572,0.0293,103.971,0.298,The Longest Playlist on Spotify® (Official)
She Will Be Loved,Maroon 5,spotify:track:5s5t0OFg9lIlBFaCI14K1i,0.0567,0.524,0.711,0.0,0.134,-5.494,0.0405,203.867,0.539,The Longest Playlist on Spotify® (Official)
Keep Your Head Up,Andy Grammer,spotify:track:7MapZTlRqFfUteNcghsTwf,0.044,0.666,0.78,0.0,0.128,-5.177,0.0404,90.004,0.795,The Longest Playlist on Spotify® (Official)
Safe And Sound,Capital Cities,spotify:track:2Oj5BXOY01EDuJhVYNlEoq,0.000189,0.652,0.783,0.0173,0.0889,-4.829,0.0309,117.952,0.836,The Longest Playlist on Spotify® (Official)
Manic Monday,The Bangles,spotify:track:5KYoPa5akZxiCn38xelbqI,0.335,0.685,0.571,2.38e-06,0.214,-11.623,0.0299,121.737,0.869,The Longest Playlist on Spotify® (Official)
Apologize,OneRepublic,spotify:track:1NrJYpdAi7uosDRPmSYrsG,0.363,0.593,0.74,2.22e-05,0.102,-6.12,0.0339,118.008,0.502,The Longest Playlist on Spotify® (Official)
Africa,TOTO,spotify:track:2374M0fQpWi3dLnB54qaLX,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,0.732,The Longest Playlist on Spotify® (Official)
Say Hey (I Love You),Michael Franti & Spearhead,spotify:track:0nnxf8p851ZR49KFnGWVsB,0.038,0.738,0.983,5.93e-06,0.183,-4.374,0.0855,92.998,0.957,The Longest Playlist on Spotify® (Official)
What Lovers Do (feat. SZA),Maroon 5,spotify:track:4nYsmWkuTaowTMy4gskmBw,0.0805,0.792,0.612,3.83e-06,0.0852,-5.212,0.0693,109.959,0.42,The Longest Playlist on Spotify® (Official)
Paris,The Chainsmokers,spotify:track:15vzANxN8G9wWfwAJLLMCg,0.0243,0.646,0.644,0.0,0.0888,-6.763,0.031,99.999,0.251,The Longest Playlist on Spotify® (Official)
Love Me Now,John Legend,spotify:track:6hdkw1wzhIRYPlYDUtCY5m,0.572,0.416,0.773,0.0,0.105,-3.784,0.0949,122.65,0.716,The Longest Playlist on Spotify® (Official)
Love Me Harder,Ariana Grande,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.00937,0.472,0.714,0.0,0.0764,-4.389,0.0334,98.992,0.24,The Longest Playlist on Spotify® (Official)
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,spotify:track:2l8w0zZVn4AZNuzrht7MRT,0.247,0.475,0.606,0.0,0.125,-6.646,0.0346,94.994,0.282,The Longest Playlist on Spotify® (Official)
As Long As You Love Me,Justin Bieber,spotify:track:0pwYLVXVknPSGUQb39cePC,0.0811,0.571,0.873,0.0,0.361,-3.382,0.1,139.691,0.613,The Longest Playlist on Spotify® (Official)
Drag Me Down,One Direction,spotify:track:2K87XMYnUMqLcX3zvtAF4G,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,0.595,The Longest Playlist on Spotify® (Official)
Friends (with BloodPop®),Justin Bieber,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,0.00389,0.743,0.735,0.0,0.304,-5.337,0.0382,104.979,0.631,The Longest Playlist on Spotify® (Official)
Love Yourself,Justin Bieber,spotify:track:50kpGaPAhYJ3sGmk6vplg0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,0.515,The Longest Playlist on Spotify® (Official)
Sorry,Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,0.41,The Longest Playlist on Spotify® (Official)
Purpose,Justin Bieber,spotify:track:2IjyFRCRn8x1bEquOM3vxg,0.9,0.481,0.285,0.0,0.123,-10.848,0.0424,130.029,0.316,The Longest Playlist on Spotify® (Official)
Get Used To It,Justin Bieber,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,0.0339,0.687,0.705,0.0,0.164,-8.453,0.0522,110.048,0.449,The Longest Playlist on Spotify® (Official)
Heartbreaker,Justin Bieber,spotify:track:2GCKWEsbb0Xo1oodTOKVi1,0.146,0.568,0.517,0.0,0.343,-7.316,0.0894,104.443,0.578,The Longest Playlist on Spotify® (Official)
Somebody To Love,Justin Bieber,spotify:track:3rLIv187BhjyweFe89SgLn,0.00249,0.714,0.833,0.0,0.298,-5.239,0.0259,129.964,0.663,The Longest Playlist on Spotify® (Official)
Home To Mama,Justin Bieber,spotify:track:1qXDjWPzxa02VClFJmu6nx,0.95,0.688,0.296,0.000166,0.115,-11.064,0.0872,89.091,0.478,The Longest Playlist on Spotify® (Official)
2U,David Guetta,spotify:track:762UXiwEHYY97VL45sAUPR,0.225,0.551,0.651,0.0,0.224,-5.828,0.0594,144.875,0.562,The Longest Playlist on Spotify® (Official)
Despacito (Featuring Daddy Yankee),Luis Fonsi,spotify:track:7CUYHcu0RnbOnMz4RuN07w,0.208,0.659,0.802,0.0,0.123,-4.79,0.148,177.936,0.863,The Longest Playlist on Spotify® (Official)
Boyfriend,Justin Bieber,spotify:track:0171XsIM2xyeXRr6wsugEI,0.0358,0.717,0.55,0.00196,0.126,-6.019,0.0521,96.976,0.332,The Longest Playlist on Spotify® (Official)
Company,Justin Bieber,spotify:track:61uyGDPJ06MkxJtHgPmuyO,0.132,0.59,0.797,0.0,0.0846,-4.901,0.0614,94.948,0.425,The Longest Playlist on Spotify® (Official)
Where Are Ü Now,Skrillex,spotify:track:0n8ob8S72lvznoVfiwz4qL,0.0342,0.432,0.74,6.59e-06,0.14,-5.053,0.062,139.42,0.193,The Longest Playlist on Spotify® (Official)
Purpose,Justin Bieber,spotify:track:3jHCXrZNz8fQEEf4BpWCAj,0.9,0.481,0.285,0.0,0.123,-10.848,0.0424,130.029,0.316,The Longest Playlist on Spotify® (Official)
The Feeling,Justin Bieber,spotify:track:7vldwy3gdhmPRKWSCi8H61,0.0819,0.525,0.809,1.22e-06,0.0971,-6.185,0.0619,127.073,0.21,The Longest Playlist on Spotify® (Official)
Cold Water (feat. Justin Bieber & MØ),Major Lazer,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,0.501,The Longest Playlist on Spotify® (Official)
No Pressure,Justin Bieber,spotify:track:10SDxx0CFWGqgVVBeX22TP,0.121,0.644,0.595,0.0,0.279,-6.877,0.215,148.889,0.554,The Longest Playlist on Spotify® (Official)
Never Say Never,Justin Bieber,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,0.0181,0.739,0.807,0.0,0.295,-5.063,0.0652,97.048,0.632,The Longest Playlist on Spotify® (Official)
Life Is Worth Living,Justin Bieber,spotify:track:4yWCzA44dQyp0SoeM81bUb,0.907,0.558,0.296,0.0,0.108,-9.18,0.0427,76.04,0.463,The Longest Playlist on Spotify® (Official)
Whatcha Say,Jason Derulo,spotify:track:67T6l4q3zVjC5nZZPXByU8,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,0.711,The Longest Playlist on Spotify® (Official)
Hot N Cold,Katy Perry,spotify:track:1TEjSXPdAakDotj2Wji3PU,7.95e-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,The Longest Playlist on Spotify® (Official)
Fireflies,Owl City,spotify:track:3DamFFqW32WihKkTVlwTYQ,0.0275,0.512,0.662,0.0,0.118,-6.797,0.0439,180.114,0.472,The Longest Playlist on Spotify® (Official)
Break Your Heart,Taio Cruz,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,0.00155,0.666,0.899,0.0,0.0677,-4.676,0.028,122.05,0.629,The Longest Playlist on Spotify® (Official)
Beautiful Girls,Sean Kingston,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,0.15,0.762,0.661,0.0,0.256,-6.075,0.0687,130.009,0.769,The Longest Playlist on Spotify® (Official)
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,0.796,The Longest Playlist on Spotify® (Official)
Mark My Words,Justin Bieber,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,0.88,0.383,0.256,2.69e-06,0.169,-8.572,0.0332,114.188,0.519,The Longest Playlist on Spotify® (Official)
Payphone - Edit,Maroon 5,spotify:track:5cy3CNTBZbX8vZUIsu4p7K,0.015,0.741,0.783,0.0,0.302,-4.791,0.0415,110.002,0.534,The Longest Playlist on Spotify® (Official)
Teenage Dream,Katy Perry,spotify:track:5jzKL4BDMClWqRguW5qZvh,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,0.591,The Longest Playlist on Spotify® (Official)
The Climb,Miley Cyrus,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,0.0834,0.327,0.588,0.0,0.104,-6.611,0.0336,161.074,0.329,The Longest Playlist on Spotify® (Official)
Like A G6,Far East Movement,spotify:track:5AyL2kgLtTWEu3qO3B9SqK,0.00676,0.435,0.837,0.0,0.117,-8.126,0.449,124.913,0.778,The Longest Playlist on Spotify® (Official)
In My Head,Jason Derulo,spotify:track:5BoIP8Eha5hwmRVURkC2Us,0.0266,0.762,0.748,0.0,0.348,-4.15,0.033,110.009,0.851,The Longest Playlist on Spotify® (Official)
Tainted Love,Soft Cell,spotify:track:44hOGg1uFg1XJZGZYNwYmM,0.438,0.569,0.402,0.0,0.134,-10.151,0.0433,144.635,0.696,The Longest Playlist on Spotify® (Official)
Problem,Ariana Grande,spotify:track:3cySlItpiPiIAzU3NyHCJf,0.0226,0.66,0.798,2.2e-05,0.103,-5.326,0.162,103.022,0.627,The Longest Playlist on Spotify® (Official)
Dangerous Woman,Ariana Grande,spotify:track:6T506SFlFUVVNvnmCiVZR0,0.0537,0.662,0.618,0.0,0.355,-5.26,0.0455,134.022,0.261,The Longest Playlist on Spotify® (Official)
Start of Something New,Troy,spotify:track:0RPtk7brObnK3uzTbixenA,0.301,0.665,0.762,0.0,0.0891,-6.371,0.0306,103.974,0.229,The Longest Playlist on Spotify® (Official)
We're All In This Together,High School Musical Cast,spotify:track:5t5LFepMdws4nudg1EiWdd,0.0482,0.758,0.941,0.0,0.605,-6.356,0.0677,116.005,0.824,The Longest Playlist on Spotify® (Official)
Gotta Go My Own Way,Zac Efron,spotify:track:0moS6k1E4YNbkG4Dxet8ZH,0.0927,0.432,0.69,4.31e-05,0.184,-4.772,0.0292,88.797,0.264,The Longest Playlist on Spotify® (Official)
Dark Horse,Katy Perry,spotify:track:5jrdCoLpJSvHHorevXBATy,0.00314,0.645,0.585,0.0,0.165,-6.122,0.0513,131.931,0.353,The Longest Playlist on Spotify® (Official)
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.818,0.867,The Longest Playlist on Spotify® (Official)
Story of My Life,One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,121.07,0.286,The Longest Playlist on Spotify® (Official)
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:track:5ifX6jfT33QWKP9DE0YRG8,0.206,0.711,0.807,0.000387,0.0854,-8.817,0.0456,118.819,0.861,The Longest Playlist on Spotify® (Official)
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,0.0512,0.676,0.861,0.0,0.0613,-3.645,0.0501,124.031,0.681,The Longest Playlist on Spotify® (Official)
Every time we touch,Cascada,spotify:track:2gOlrge3YTmYPwsCGgU62K,0.00281,0.633,0.976,1.29e-05,0.382,-5.362,0.0519,142.027,0.493,The Longest Playlist on Spotify® (Official)
Uptown Girl,Billy Joel,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,0.0755,0.701,0.944,0.0,0.601,-2.986,0.0455,128.993,0.792,The Longest Playlist on Spotify® (Official)
Bye Bye Bye,*NSYNC,spotify:track:62bOmKYxYg7dhrC6gH9vFn,0.031,0.61,0.926,0.0012,0.0821,-4.843,0.0479,172.638,0.861,The Longest Playlist on Spotify® (Official)
